UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
216,L47395,L,298.3,308.6,1548,40.3,30.3106297378629,0,0,0,0,0,0,2025-01-11 09:00:00,1,0,47,50
217,L47396,L,298.3,308.6,1499,38.3,31.583483820159216,0,0,0,0,0,0,2025-01-11 10:00:00,1,0,54,50
218,L47397,L,298.3,308.5,1664,31.6,32.4192574190187,0,0,0,0,0,0,2025-01-11 11:00:00,1,0,46,50
219,L47398,L,298.3,308.6,1447,38.1,33.33714292756664,0,0,0,0,0,0,2025-01-11 12:00:00,1,0,49,50
220,M15079,M,298.3,308.5,1434,46.2,34.66021589137775,0,0,0,0,0,0,2025-01-11 13:00:00,1,0,54,50
221,L47400,L,298.3,308.5,1416,52.7,36.50154178572164,0,0,0,0,0,0,2025-01-11 14:00:00,2,0,54,50
222,H29635,H,298.4,308.5,1827,24.3,0.0,1,0,0,0,0,0,2025-01-11 15:00:00,2,60,0,50
223,L47402,L,298.4,308.6,1304,45.0,1.2217180910844399,0,0,0,0,0,0,2025-01-11 16:00:00,2,0,52,50
224,L47403,L,298.4,308.6,1569,34.4,3.0320860272446057,0,0,0,0,0,0,2025-01-11 17:00:00,2,0,45,50
225,L47404,L,298.3,308.6,1584,29.3,3.9474024994654116,0,0,0,0,0,0,2025-01-11 18:00:00,2,0,45,50
226,L47405,L,298.3,308.5,1362,53.8,5.343319622848558,0,0,0,0,0,0,2025-01-11 19:00:00,2,0,52,50
227,L47406,L,298.3,308.4,1329,49.2,6.57010410063509,0,0,0,0,0,0,2025-01-11 20:00:00,2,0,51,50
228,L47407,L,298.3,308.5,1539,36.1,7.867002731595392,0,0,0,0,0,0,2025-01-11 21:00:00,2,0,54,50
229,M15088,M,298.3,308.5,1629,37.1,8.422027535931289,0,0,0,0,0,0,2025-01-11 22:00:00,3,0,51,50
230,L47409,L,298.3,308.5,1538,32.2,9.952775794036285,0,0,0,0,0,0,2025-01-11 23:00:00,3,0,55,50
231,L47410,L,298.3,308.6,1570,34.8,11.250946021934258,0,0,0,0,0,0,2025-01-13 00:00:00,3,0,54,50
232,L47411,L,298.3,308.4,1408,43.1,12.282166028123946,0,0,0,0,0,0,2025-01-13 01:00:00,3,0,53,50
233,L47412,L,298.2,308.4,1424,47.6,13.888273837264675,0,0,0,0,0,0,2025-01-13 03:00:00,3,0,51,50
234,L47413,L,298.2,308.4,1512,34.9,14.871392585639443,0,0,0,0,0,0,2025-01-13 04:00:00,3,0,54,50
235,L47414,L,298.2,308.4,1478,42.9,16.17439593166273,0,0,0,0,0,0,2025-01-13 05:00:00,3,0,48,50
236,M15095,M,298.1,308.3,1680,33.7,17.385350843808563,0,0,0,0,0,0,2025-01-13 06:00:00,1,0,53,50
237,L47416,L,298.1,308.3,1495,38.7,18.63301414220215,0,0,0,0,0,0,2025-01-13 07:00:00,1,0,50,50
238,M15097,M,298.0,308.1,1552,36.6,20.013275819233467,0,0,0,0,0,0,2025-01-13 08:00:00,1,0,45,50
239,L47418,L,297.9,308.1,1393,50.3,21.35996363301743,0,0,0,0,0,0,2025-01-13 09:00:00,1,0,49,50
240,L47419,L,298.0,308.2,1611,30.6,22.404587077615382,0,0,0,0,0,0,2025-01-13 10:00:00,1,0,46,50
241,M15100,M,298.0,308.1,1339,51.6,23.271116810812362,0,0,0,0,0,0,2025-01-13 11:00:00,1,0,50,50
242,L47421,L,298.0,308.1,1777,24.3,24.679779039847695,0,0,0,0,0,0,2025-01-13 12:00:00,1,0,50,50
243,L47422,L,298.0,308.2,1348,58.8,25.517778236416486,0,0,0,0,1,0,2025-01-13 13:00:00,1,0,48,50
244,L47423,L,298.0,308.2,1442,44.1,0.0,1,0,0,0,0,0,2025-01-13 14:00:00,2,60,5,50
245,M15104,M,298.0,308.2,1395,49.1,0.7600603929421322,0,0,0,0,0,0,2025-01-13 15:00:00,2,0,51,50
246,M15105,M,297.9,308.1,1627,31.4,1.3375136097539015,0,0,0,0,0,0,2025-01-13 16:00:00,2,0,49,50
247,L47426,L,297.9,308.1,1585,33.5,3.311081535116811,0,0,0,0,0,0,2025-01-13 17:00:00,2,0,46,50
248,L47427,L,298.0,308.2,1469,45.5,4.675079161825301,0,0,0,0,0,0,2025-01-13 18:00:00,2,0,50,50
249,L47428,L,298.0,308.3,1362,56.8,6.637679906243015,0,0,0,0,1,0,2025-01-13 19:00:00,2,0,50,50
250,L47429,L,298.0,308.3,1405,56.2,8.140644736129662,0,0,0,0,1,0,2025-01-13 20:00:00,2,0,55,50
251,L47430,L,298.0,308.3,1662,32.7,9.498063770334511,0,0,0,0,0,0,2025-01-13 21:00:00,2,0,49,50
252,M15111,M,298.0,308.2,1466,42.6,10.278629393170796,0,0,0,0,0,0,2025-01-13 22:00:00,3,0,47,50
253,L47432,L,298.0,308.2,1620,35.8,11.077889784178275,0,0,0,0,0,0,2025-01-13 23:00:00,3,0,45,50
254,L47433,L,298.0,308.2,1357,48.2,12.493819847840724,0,0,0,0,0,0,2025-01-14 00:00:00,3,0,49,50
255,L47434,L,298.0,308.2,1514,37.9,13.752975782379744,0,0,0,0,0,0,2025-01-14 01:00:00,3,0,55,50
256,L47435,L,298.0,308.2,1489,40.4,15.143800428716592,0,0,0,0,0,0,2025-01-14 03:00:00,3,0,52,50
257,L47436,L,298.1,308.3,1331,63.0,15.845422444125052,0,0,0,0,0,0,2025-01-14 04:00:00,3,0,46,50
258,L47437,L,298.0,308.0,1615,29.5,16.828953211587137,0,0,0,0,0,0,2025-01-14 05:00:00,3,0,45,50
259,L47438,L,298.1,308.2,1482,37.9,0.0,1,0,0,0,0,0,2025-01-14 06:00:00,1,60,0,50
260,M15119,M,298.1,308.2,1420,63.9,1.3934581109117663,0,0,0,1,0,0,2025-01-14 07:00:00,1,0,51,50
261,M15120,M,298.2,308.3,1522,49.1,3.08489228586146,0,0,0,0,0,0,2025-01-14 08:00:00,1,0,49,50
262,L47441,L,298.1,308.2,1654,32.1,4.830821397543053,0,0,0,0,0,0,2025-01-14 09:00:00,1,0,49,50
263,M15122,M,298.1,308.2,1736,26.8,6.427122610348519,0,0,0,0,0,0,2025-01-14 10:00:00,1,0,47,50
264,M15123,M,298.0,308.1,1587,32.3,7.026867011398686,0,0,0,0,0,0,2025-01-14 11:00:00,1,0,50,50
265,L47444,L,298.1,308.2,1390,47.5,7.599008977344817,0,0,0,0,0,0,2025-01-14 12:00:00,1,0,55,50
266,L47445,L,298.0,308.1,1454,37.1,9.291909945134652,0,0,0,0,0,0,2025-01-14 13:00:00,1,0,47,50
267,H29680,H,298.0,308.1,1440,43.7,10.038308642031142,0,0,0,0,0,0,2025-01-14 14:00:00,2,0,55,50
268,L47447,L,297.9,308.0,1954,21.1,11.488946487611408,0,0,0,0,0,0,2025-01-14 15:00:00,2,0,53,50
269,H29682,H,297.9,308.0,1800,24.8,13.30474729883107,0,0,0,0,0,0,2025-01-14 16:00:00,2,0,52,50
270,L47449,L,298.0,308.0,1524,37.0,14.48267020077963,0,0,0,0,0,0,2025-01-14 17:00:00,2,0,47,50
271,H29684,H,298.0,308.0,1520,39.6,15.918822517052387,0,0,0,0,0,0,2025-01-14 18:00:00,2,0,45,50
272,M15131,M,298.1,308.1,1452,40.8,16.767141559772615,0,0,0,0,0,0,2025-01-14 19:00:00,2,0,51,50
273,L47452,L,298.1,308.1,1484,40.4,18.064927779304874,0,0,0,0,0,0,2025-01-14 20:00:00,2,0,52,50
274,L47453,L,298.1,308.0,1426,46.0,19.50128477317586,0,0,0,0,0,0,2025-01-14 21:00:00,2,0,50,50
275,L47454,L,298.1,308.0,1652,28.5,20.50050845204459,0,0,0,0,0,0,2025-01-14 22:00:00,3,0,54,50
276,L47455,L,298.0,308.0,1401,54.7,21.20941656103967,0,0,0,0,0,0,2025-01-14 23:00:00,3,0,45,50
277,M15136,M,298.0,307.9,1750,26.6,22.509608199004152,0,0,0,0,0,0,2025-01-15 00:00:00,3,0,48,50
278,H29691,H,298.0,308.0,1479,50.7,24.506147122889917,0,0,0,0,0,0,2025-01-15 01:00:00,3,0,49,50
279,M15138,M,298.0,308.0,1620,29.4,26.174005031466045,0,0,0,0,0,0,2025-01-15 03:00:00,3,0,48,50
280,L47459,L,298.0,308.1,1819,23.4,27.52883955877302,0,0,0,0,0,0,2025-01-15 04:00:00,3,0,55,50
281,M15140,M,298.1,308.1,1456,43.7,29.160792496563193,0,0,0,0,0,0,2025-01-15 05:00:00,3,0,48,50
282,L47461,L,298.1,308.0,1626,36.5,30.346292825485712,0,0,0,0,0,0,2025-01-15 06:00:00,1,0,52,50
283,M15142,M,298.1,308.1,1390,49.8,31.07116896650887,0,0,0,0,0,0,2025-01-15 07:00:00,1,0,46,50
284,L47463,L,298.2,308.2,1469,43.0,31.589473574985938,0,0,0,0,0,0,2025-01-15 08:00:00,1,0,48,50
285,L47464,L,298.2,308.3,2051,19.2,32.90356024000733,0,0,0,0,0,0,2025-01-15 09:00:00,1,0,49,50
286,L47465,L,298.2,308.3,1568,36.0,34.64375848172095,0,0,0,0,0,0,2025-01-15 10:00:00,1,0,52,50
287,L47466,L,298.2,308.3,1589,33.2,36.01884617387013,0,0,0,0,0,0,2025-01-15 11:00:00,1,0,54,50
288,L47467,L,298.2,308.3,1805,31.6,37.93977118328785,0,0,0,0,0,0,2025-01-15 12:00:00,1,0,52,50
289,H29702,H,298.2,308.4,1385,42.2,39.19860420161455,0,0,0,0,0,0,2025-01-15 13:00:00,1,0,52,50
290,L47469,L,298.1,308.4,1436,46.7,41.00679006503078,0,0,0,0,0,0,2025-01-15 14:00:00,2,0,48,50
291,L47470,L,298.1,308.4,1438,45.6,42.8849158484219,0,0,0,0,0,0,2025-01-15 15:00:00,2,0,49,50
292,L47471,L,298.0,308.3,1473,42.6,44.445773799891995,0,0,0,0,0,0,2025-01-15 16:00:00,2,0,54,50
293,L47472,L,298.1,308.4,1335,40.2,0.0,1,0,0,0,0,0,2025-01-15 17:00:00,2,60,5,50
294,H29707,H,298.1,308.5,1392,44.8,1.9015505221535223,0,0,0,0,0,0,2025-01-15 18:00:00,2,0,51,50
295,M15154,M,298.1,308.5,1372,51.1,2.585766694922123,0,0,0,0,0,0,2025-01-15 19:00:00,2,0,54,50
296,M15155,M,298.1,308.6,1716,30.7,4.344113824591024,0,0,0,0,0,0,2025-01-15 20:00:00,2,0,53,50
297,L47476,L,298.0,308.5,1395,46.2,5.342333443573432,0,0,0,0,0,0,2025-01-15 21:00:00,2,0,47,50
298,L47477,L,298.0,308.5,1713,25.3,6.729246597190826,0,0,0,0,0,0,2025-01-15 22:00:00,3,0,53,50
299,H29712,H,297.9,308.5,2129,18.7,8.34562107495576,0,0,0,0,0,0,2025-01-15 23:00:00,3,0,53,50
300,M15159,M,297.8,308.3,1567,35.6,8.852569109462664,0,0,0,0,0,0,2025-01-16 00:00:00,3,0,48,50
301,L47480,L,297.8,308.4,1622,38.3,10.158662513869547,0,0,0,0,0,0,2025-01-16 01:00:00,3,0,46,50
302,L47481,L,297.7,308.4,1740,27.1,11.357212697347768,0,0,0,0,0,0,2025-01-16 03:00:00,3,0,55,50
303,H29716,H,297.8,308.4,1512,35.1,12.535539608682479,0,0,0,0,0,0,2025-01-16 04:00:00,3,0,55,50
304,M15163,M,297.8,308.4,1479,43.5,13.246825139252179,0,0,0,0,0,0,2025-01-16 05:00:00,3,0,51,50
305,L47484,L,297.8,308.4,1737,27.5,0.0,1,0,0,0,0,0,2025-01-16 06:00:00,1,60,0,50
306,L47485,L,297.8,308.4,2129,19.2,1.0435908486749497,0,0,0,0,0,0,2025-01-16 07:00:00,1,0,50,50
307,L47486,L,297.8,308.4,1374,47.1,1.8737366697965951,0,0,0,0,0,0,2025-01-16 08:00:00,1,0,45,50
308,M15167,M,297.8,308.4,1579,36.6,2.6407906201012223,0,0,0,0,0,0,2025-01-16 09:00:00,1,0,45,50
309,L47488,L,297.9,308.5,1305,47.2,3.976748673436294,0,0,0,0,0,0,2025-01-16 10:00:00,1,0,52,50
310,M15169,M,297.9,308.5,1449,40.8,5.230041188933158,0,0,0,0,0,0,2025-01-16 11:00:00,1,0,51,50
311,H29724,H,298.0,308.6,1526,41.8,6.370224546938282,0,0,0,0,0,0,2025-01-16 12:00:00,1,0,45,50
312,M15171,M,298.0,308.6,1453,44.1,6.925049048710424,0,0,0,0,0,0,2025-01-16 13:00:00,1,0,52,50
313,L47492,L,297.9,308.6,1468,36.0,8.306229455061535,0,0,0,0,0,0,2025-01-16 14:00:00,2,0,47,50
314,L47493,L,298.0,308.6,1313,50.8,9.486162707183576,0,0,0,0,0,0,2025-01-16 15:00:00,2,0,45,50
315,M15174,M,297.9,308.5,1300,53.0,10.587307298496565,0,0,0,0,0,0,2025-01-16 16:00:00,2,0,48,50
316,L47495,L,297.9,308.4,1646,40.6,11.360199494239472,0,0,0,0,0,0,2025-01-16 17:00:00,2,0,51,50
317,L47496,L,297.8,308.4,1714,33.2,12.990068825360648,0,0,0,0,0,0,2025-01-16 18:00:00,2,0,47,50
318,L47497,L,297.8,308.4,1685,28.4,14.456068140219172,0,0,0,0,0,0,2025-01-16 19:00:00,2,0,51,50
319,L47498,L,297.8,308.4,1512,39.9,16.424465293643113,0,0,0,0,0,0,2025-01-16 20:00:00,2,0,51,50
320,L47499,L,297.8,308.4,1612,32.1,0.0,1,0,0,0,0,0,2025-01-16 21:00:00,2,60,6,50
321,H29734,H,297.8,308.4,1550,38.2,0.8808328460649564,0,0,0,0,0,0,2025-01-16 22:00:00,3,0,52,50
322,L47501,L,297.8,308.4,1518,32.5,1.536995719041817,0,0,0,0,0,0,2025-01-16 23:00:00,3,0,47,50
323,L47502,L,297.8,308.5,1448,40.0,3.3681864428120716,0,0,0,0,0,0,2025-01-17 00:00:00,3,0,52,50
324,L47503,L,297.8,308.5,1561,46.3,4.0173485319510895,0,0,0,0,0,0,2025-01-17 01:00:00,3,0,52,50
325,M15184,M,297.8,308.5,1488,41.9,5.727623755394968,0,0,0,0,0,0,2025-01-17 03:00:00,3,0,48,50
326,L47505,L,297.8,308.5,1699,27.8,7.229751460250938,0,0,0,0,0,0,2025-01-17 04:00:00,3,0,51,50
327,L47506,L,297.7,308.5,1501,41.4,0.0,1,0,0,0,0,0,2025-01-17 05:00:00,3,60,6,50
328,L47507,L,297.7,308.5,1373,56.7,1.6038569197940036,0,0,0,0,1,0,2025-01-17 06:00:00,1,0,47,50
329,H29742,H,297.6,308.4,1703,31.4,2.9784192612485416,0,0,0,0,0,0,2025-01-17 07:00:00,1,0,46,50
330,H29743,H,297.7,308.5,1720,29.9,4.844355266558997,0,0,0,0,0,0,2025-01-17 08:00:00,1,0,55,50
331,M15190,M,297.6,308.4,1398,41.9,5.733490416705936,0,0,0,0,0,0,2025-01-17 09:00:00,1,0,51,50
332,M15191,M,297.6,308.4,1391,51.9,6.28483258293673,0,0,0,0,0,0,2025-01-17 10:00:00,1,0,49,50
333,M15192,M,297.6,308.3,1538,40.2,7.398950061223591,0,0,0,0,0,0,2025-01-17 11:00:00,1,0,46,50
334,L47513,L,297.5,308.2,1647,31.3,9.190552091185673,0,0,0,0,0,0,2025-01-17 12:00:00,1,0,54,50
335,M15194,M,297.5,308.1,1469,44.8,10.835960782425314,0,0,0,0,0,0,2025-01-17 13:00:00,1,0,54,50
336,L47515,L,297.4,308.1,1749,25.9,12.184625712375155,0,0,0,0,0,0,2025-01-17 14:00:00,2,0,51,50
337,M15196,M,297.6,308.2,1995,20.5,13.884408596296128,0,0,0,0,0,0,2025-01-17 15:00:00,2,0,47,50
338,L47517,L,297.6,308.3,1742,27.7,15.15309508011901,0,0,0,0,0,0,2025-01-17 16:00:00,2,0,46,50
339,L47518,L,297.5,308.2,1563,38.2,16.60331240985823,0,0,0,0,0,0,2025-01-17 17:00:00,2,0,50,50
340,M15199,M,297.5,308.2,1713,32.2,18.070893661512223,0,0,0,0,0,0,2025-01-17 18:00:00,2,0,54,50
341,L47520,L,297.4,308.1,1474,39.4,19.359428934966253,0,0,0,0,0,0,2025-01-17 19:00:00,2,0,51,50
342,M15201,M,297.4,308.2,1530,32.6,20.884204719634475,0,0,0,0,0,0,2025-01-17 20:00:00,2,0,49,50
343,L47522,L,297.4,308.2,1471,46.5,22.60678636223816,0,0,0,0,0,0,2025-01-17 21:00:00,2,0,46,50
344,L47523,L,297.5,308.3,1388,48.6,23.93805336601185,0,0,0,0,0,0,2025-01-17 22:00:00,3,0,54,50
345,M15204,M,297.5,308.2,2448,13.8,25.518357238460293,0,0,0,0,0,0,2025-01-17 23:00:00,3,0,50,50
346,L47525,L,297.5,308.3,1585,32.9,26.223685683563502,0,0,0,0,0,0,2025-01-18 00:00:00,3,0,50,50
347,M15206,M,297.5,308.3,1459,45.2,27.821962551252096,0,0,0,0,0,0,2025-01-18 01:00:00,3,0,53,50
348,L47527,L,297.5,308.3,1544,40.8,29.0633733264595,0,0,0,0,0,0,2025-01-18 03:00:00,3,0,45,50
349,L47528,L,297.6,308.3,1617,31.7,30.19152911379761,0,0,0,0,0,0,2025-01-18 04:00:00,3,0,54,50
350,L47529,L,297.6,308.3,1595,34.3,31.32458320312364,0,0,0,0,0,0,2025-01-18 05:00:00,3,0,50,50
351,H29764,H,297.6,308.3,1400,44.3,0.0,1,0,0,0,0,0,2025-01-18 06:00:00,1,60,3,50
352,M15211,M,297.6,308.4,1611,31.0,1.6564788883032178,0,0,0,0,0,0,2025-01-18 07:00:00,1,0,55,50
353,M15212,M,297.6,308.4,1507,46.0,2.5895194934592674,0,0,0,0,0,0,2025-01-18 08:00:00,1,0,45,50
354,H29767,H,297.5,308.3,1674,30.0,4.171818785142126,0,0,0,0,0,0,2025-01-18 09:00:00,1,0,50,50
355,L47534,L,297.6,308.3,1658,34.3,5.385894388440775,0,0,0,0,0,0,2025-01-18 10:00:00,1,0,50,50
356,L47535,L,297.6,308.3,1623,36.9,6.088396304572585,0,0,0,0,0,0,2025-01-18 11:00:00,1,0,54,50
357,M15216,M,297.6,308.4,1398,48.9,6.635171007164512,0,0,0,0,0,0,2025-01-18 12:00:00,1,0,47,50
358,L47537,L,297.6,308.4,1517,34.2,8.397465497629577,0,0,0,0,0,0,2025-01-18 13:00:00,1,0,55,50
359,M15218,M,297.6,308.3,1467,36.7,9.792729771004911,0,0,0,0,0,0,2025-01-18 14:00:00,2,0,54,50
360,M15219,M,297.6,308.3,1567,34.6,11.004085734055465,0,0,0,0,0,0,2025-01-18 15:00:00,2,0,52,50
361,M15220,M,297.5,308.3,1521,38.2,12.59636886836087,0,0,0,0,0,0,2025-01-18 16:00:00,2,0,55,50
362,L47541,L,297.5,308.3,1596,36.8,13.993797955763101,0,0,0,0,0,0,2025-01-18 17:00:00,2,0,47,50
363,H29776,H,297.6,308.3,1640,30.9,15.7224514322744,0,0,0,0,0,0,2025-01-18 18:00:00,2,0,47,50
364,L47543,L,297.6,308.3,1438,47.8,16.630669138119345,0,0,0,0,0,0,2025-01-18 19:00:00,2,0,47,50
365,L47544,L,297.6,308.4,1407,55.2,17.60256397333346,0,0,0,0,0,0,2025-01-18 20:00:00,2,0,45,50
366,L47545,L,297.6,308.4,1353,57.5,18.307791919711903,0,0,0,0,0,0,2025-01-18 21:00:00,2,0,51,50
367,M15226,M,297.6,308.5,1552,40.9,19.589742920832258,0,0,0,0,0,0,2025-01-18 22:00:00,3,0,52,50
368,M15227,M,297.6,308.4,1569,38.3,21.22733154175078,0,0,0,0,0,0,2025-01-18 23:00:00,3,0,45,50
369,L47548,L,297.5,308.4,1489,39.5,22.715506591816855,0,0,0,0,0,0,2025-01-20 00:00:00,3,0,50,50
370,H29783,H,297.5,308.4,1587,36.1,24.686371792086838,0,0,0,0,0,0,2025-01-20 01:00:00,3,0,55,50
371,M15230,M,297.5,308.3,1622,37.2,26.667873804081808,0,0,0,0,0,0,2025-01-20 03:00:00,3,0,54,50
372,L47551,L,297.5,308.4,1604,38.1,28.050269439536706,0,0,0,0,0,0,2025-01-20 04:00:00,3,0,54,50
373,M15232,M,297.4,308.3,1405,51.7,29.40218728536565,0,0,0,0,0,0,2025-01-20 05:00:00,3,0,49,50
374,L47553,L,297.4,308.3,1412,42.0,30.99872279255307,0,0,0,0,0,0,2025-01-20 06:00:00,1,0,52,50
375,L47554,L,297.4,308.3,1431,43.0,32.955310160301124,0,0,0,0,0,0,2025-01-20 07:00:00,1,0,46,50
376,L47555,L,297.4,308.2,1533,37.4,0.0,1,0,0,0,0,0,2025-01-20 08:00:00,1,60,2,50
377,M15236,M,297.4,308.2,1401,51.9,0.9786507098648835,0,0,0,0,0,0,2025-01-20 09:00:00,1,0,45,50
378,M15237,M,297.4,308.2,1424,53.9,2.4539017355297257,0,0,0,0,0,0,2025-01-20 10:00:00,1,0,46,50
379,L47558,L,297.3,308.2,1754,29.4,4.2813992703146475,0,0,0,0,0,0,2025-01-20 11:00:00,1,0,54,50
380,L47559,L,297.3,308.2,1754,26.8,5.86854942760779,0,0,0,0,0,0,2025-01-20 12:00:00,1,0,52,50
381,L47560,L,297.5,308.3,2564,12.8,7.177786366170796,0,0,0,1,0,0,2025-01-20 13:00:00,1,0,53,50
382,L47561,L,297.5,308.5,1546,40.4,8.784570016530584,0,0,0,0,0,0,2025-01-20 14:00:00,2,0,54,50
383,L47562,L,297.5,308.5,1335,48.0,10.599568083324257,0,0,0,0,0,0,2025-01-20 15:00:00,2,0,47,50
384,M15243,M,297.5,308.6,1842,27.0,0.0,1,0,0,0,0,0,2025-01-20 16:00:00,2,60,6,50
385,L47564,L,297.5,308.5,1712,26.8,0.7782093643650837,0,0,0,0,0,0,2025-01-20 17:00:00,2,0,47,50
386,M15245,M,297.6,308.6,1414,45.4,1.3832539229862904,0,0,0,0,0,0,2025-01-20 18:00:00,2,0,45,50
387,L47566,L,297.6,308.7,1319,50.9,2.4861502934001534,0,0,0,0,0,0,2025-01-20 19:00:00,2,0,53,50
388,L47567,L,297.7,308.7,1249,60.4,3.857286104241145,0,0,0,0,0,0,2025-01-20 20:00:00,2,0,53,50
389,L47568,L,297.6,308.7,1455,48.2,5.5096962250379224,0,0,0,0,0,0,2025-01-20 21:00:00,2,0,51,50
390,M15249,M,297.6,308.7,1408,54.8,6.793475012489707,0,0,0,0,0,0,2025-01-20 22:00:00,3,0,45,50
391,L47570,L,297.6,308.7,1460,46.7,7.459186182186799,0,0,0,0,0,0,2025-01-20 23:00:00,3,0,46,50
392,L47571,L,297.6,308.6,1491,38.1,8.403648362870785,0,0,0,0,0,0,2025-01-21 00:00:00,3,0,53,50
393,M15252,M,297.6,308.5,1490,43.4,9.319546831415945,0,0,0,0,0,0,2025-01-21 01:00:00,3,0,53,50
394,M15253,M,297.5,308.4,1350,52.2,9.983748229434617,0,0,0,0,0,0,2025-01-21 03:00:00,3,0,48,50
395,L47574,L,297.5,308.4,1528,39.9,10.811129061232213,0,0,0,0,0,0,2025-01-21 04:00:00,3,0,49,50
396,L47575,L,297.4,308.3,1571,37.7,11.445245564700603,0,0,0,0,0,0,2025-01-21 05:00:00,3,0,52,50
397,L47576,L,297.4,308.3,1490,42.6,13.271544031897857,0,0,0,0,0,0,2025-01-21 06:00:00,1,0,46,50
398,M15257,M,297.4,308.3,1774,28.9,14.022094951035971,0,0,0,0,0,0,2025-01-21 07:00:00,1,0,55,50
399,H29812,H,297.4,308.3,1502,43.6,15.124465305674203,0,0,0,0,0,0,2025-01-21 08:00:00,1,0,50,50
400,L47579,L,297.4,308.4,1392,49.7,16.53607049799249,0,0,0,0,0,0,2025-01-21 09:00:00,1,0,54,50
401,L47580,L,297.4,308.5,2100,16.9,17.10648853371421,0,0,0,0,0,0,2025-01-21 10:00:00,1,0,53,50
402,L47581,L,297.5,308.5,1722,30.4,17.886145926930592,0,0,0,0,0,0,2025-01-21 11:00:00,1,0,50,50
403,L47582,L,297.4,308.6,1678,32.3,19.587300457625403,0,0,0,0,0,0,2025-01-21 12:00:00,1,0,51,50
404,L47583,L,297.3,308.6,1273,59.8,21.41297928507054,0,0,0,0,0,0,2025-01-21 13:00:00,1,0,54,50
405,L47584,L,297.3,308.6,1297,45.9,22.700526536360943,0,0,0,0,0,0,2025-01-21 14:00:00,2,0,47,50
406,L47585,L,297.3,308.5,1350,57.6,24.33788424991708,0,0,0,0,0,0,2025-01-21 15:00:00,2,0,52,50
407,L47586,L,297.4,308.6,1439,51.9,26.184038471986387,0,0,0,0,0,0,2025-01-21 16:00:00,2,0,52,50
408,M15267,M,297.4,308.5,1600,42.1,0.0,1,0,0,0,0,0,2025-01-21 17:00:00,2,60,3,50
409,M15268,M,297.4,308.6,1434,44.4,1.3701293117567168,0,0,0,0,0,0,2025-01-21 18:00:00,2,0,53,50
410,L47589,L,297.4,308.6,1459,41.3,2.4568839608772866,0,0,0,0,0,0,2025-01-21 19:00:00,2,0,53,50
411,M15270,M,297.5,308.6,1472,44.9,3.0234489561771416,0,0,0,0,0,0,2025-01-21 20:00:00,2,0,54,50
412,L47591,L,297.5,308.7,1429,44.3,4.737723068264459,0,0,0,0,0,0,2025-01-21 21:00:00,2,0,49,50
413,L47592,L,297.5,308.6,1388,48.2,6.340542050049638,0,0,0,0,0,0,2025-01-21 22:00:00,3,0,50,50
414,L47593,L,297.4,308.4,1573,34.5,7.230172725690128,0,0,0,0,0,0,2025-01-21 23:00:00,3,0,54,50
415,L47594,L,297.4,308.4,1588,32.5,8.529076504791272,0,0,0,0,0,0,2025-01-22 00:00:00,3,0,49,50
416,L47595,L,297.5,308.4,1511,42.8,10.516289507508844,0,0,0,0,0,0,2025-01-22 01:00:00,3,0,47,50
417,L47596,L,297.4,308.5,1495,37.8,12.253310956396568,0,0,0,0,0,0,2025-01-22 03:00:00,3,0,46,50
418,L47597,L,297.4,308.4,1394,50.1,13.568979318392667,0,0,0,0,0,0,2025-01-22 04:00:00,3,0,45,50
419,L47598,L,297.4,308.4,2151,17.7,15.386924297925404,0,0,0,0,0,0,2025-01-22 05:00:00,3,0,52,50
420,M15279,M,297.3,308.3,1501,38.2,16.254852596308407,0,0,0,0,0,0,2025-01-22 06:00:00,1,0,53,50
421,M15280,M,297.3,308.3,1301,39.6,17.255865914426263,0,0,0,0,0,0,2025-01-22 07:00:00,1,0,49,50
422,M15281,M,297.3,308.3,1657,31.1,18.776077072066713,0,0,0,0,0,0,2025-01-22 08:00:00,1,0,50,50
423,L47602,L,297.3,308.3,1333,55.2,19.55990938174422,0,0,0,0,0,0,2025-01-22 09:00:00,1,0,54,50
424,L47603,L,297.3,308.3,1484,43.9,20.758114394899195,0,0,0,0,0,0,2025-01-22 10:00:00,1,0,54,50
425,L47604,L,297.3,308.4,1430,45.7,21.451419196109363,0,0,0,0,0,0,2025-01-22 11:00:00,1,0,51,50
426,M15285,M,297.3,308.4,1665,28.9,22.192559040181827,0,0,0,0,0,0,2025-01-22 12:00:00,1,0,51,50
427,L47606,L,297.4,308.5,1501,44.9,22.982258337062767,0,0,0,0,0,0,2025-01-22 13:00:00,1,0,55,50
428,M15287,M,297.5,308.5,1496,42.2,24.954037604103902,0,0,0,0,0,0,2025-01-22 14:00:00,2,0,46,50
429,M15288,M,297.6,308.6,1595,36.9,26.40504615875332,0,0,0,0,0,0,2025-01-22 15:00:00,2,0,47,50
430,L47609,L,297.5,308.6,1208,62.3,27.097719235893106,0,0,0,0,0,0,2025-01-22 16:00:00,2,0,51,50
431,L47610,L,297.5,308.6,1596,37.1,28.40961910390727,0,0,0,0,0,0,2025-01-22 17:00:00,2,0,49,50
432,L47611,L,297.5,308.5,1446,41.9,29.06338369589329,0,0,0,0,0,0,2025-01-22 18:00:00,2,0,48,50
